family,relation,value,target_label,target_value,relative_error,percent_error,note
known,Koide(prompt lepton masses),0.6666608359108475,2/3,0.6666666666666666,8.746133728754213e-06,0.0008746133728754213,Using the rounded masses from the task prompt.
known,Koide(PDG 2025 charged leptons),0.6666644634145003,2/3,0.6666666666666666,3.3048782495659346e-06,0.00033048782495659346,
known,Q_up vs 2/3,0.84878987081359,2/3,0.6666666666666666,0.2731848062203851,27.31848062203851,
known,Q_down vs 2/3,0.7312875768271715,2/3,0.6666666666666666,0.0969313652407573,9.69313652407573,
known,m_b/m_tau,2.3540600924065664,7/3,2.333333333333333,0.00888289674567146,0.888289674567146,Best match inside the predeclared simple-constant bank.
known,sin(theta_C) vs sqrt(m_d/m_s),0.2242038797147462,sin(theta_C)=0.22501,0.22501,0.003582597596790304,0.3582597596790304,
known,sin^2(theta_W),0.23122,3/13,0.23076923076923078,0.001953333333333316,0.1953333333333316,
known,Q(sin^2 theta_CKM),0.7156637646999491,best simple rational from systematic scan,nan,nan,nan,
known,Q(sin^2 theta_PMNS),0.4207710121538239,best simple rational from systematic scan,nan,nan,nan,
